sub_id;date/time;user_id;user_rating;fire_verified;smoke_verified;lat;lon;text_district;text_loc;text_keywords
25;01/06/2017 00:01;25;18;0;0;39.69919745;-8.964786222111005;Leiria;Alcobaça;
24;01/06/2017 07:27;24;1;0;1;38.6285507;-9.1974387;Setúbal;Almada;explosivo-fumo
21;01/06/2017 11:17;21;19;0;1;38.0585086;-8.1138197;Beja;Ferreira do Alentejo;incendio-fumo
22;01/06/2017 11:43;22;19;0;1;39.7437902;-8.8071119;Leiria;Leiria;explosivo-gas
23;01/06/2017 11:43;23;2;0;0;38.80670295;-9.094753249434362;Lisboa;Loures;
19;01/06/2017 12:22;19;12;0;1;38.0585086;-8.1138197;Beja;Ferreira do Alentejo;
18;01/06/2017 12:35;16;10;0;0;37.5976;-8.6422;Beja;Odemira;gasolina
20;01/06/2017 12:38;20;19;0;0;39.7564386;-7.62389134176353;Castelo Branco;Vila Velha de Ródão;
16;01/06/2017 13:05;16;10;0;0;38.8005207;-9.2307698;Lisboa;Sintra;
15;01/06/2017 13:28;15;19;0;1;39.44956775;-7.913052599788992;Portalegre;Gavião;quimico
17;01/06/2017 13:33;17;16;0;1;39.0531482;-7.4389355;Portalegre;Monforte;
14;01/06/2017 15:12;14;14;0;1;39.4806183;-8.68234988089188;Santarém;Alcanena;
13;01/06/2017 15:47;10;2;0;1;41.5136392;-7.9878132;Braga;Cabeceiras de Basto;
11;01/06/2017 16:31;11;12;0;1;37.89032505;-8.196352126164136;Beja;Aljustrel;
10;01/06/2017 16:32;10;2;0;0;41.3164414;-8.4320306;Porto;Santo Tirso;
12;01/06/2017 16:51;12;16;0;1;38.72240025;-9.396909171649876;Lisboa;Cascais;rescaldo
9;01/06/2017 17:04;9;9;0;1;37.9266609;-7.4099588;Beja;Serpa;
8;01/06/2017 17:49;8;18;0;0;38.75823225;-9.266679900628509;Lisboa;Sintra;
7;01/06/2017 17:55;7;9;0;1;41.7030034;-8.6674105;Viana do Castelo;Viana do Castelo;
6;01/06/2017 18:39;4;15;0;1;41.1830197;-7.062466693362778;Bragança;Torre de Moncorvo;
5;01/06/2017 19:00;5;16;0;0;39.4652053;-8.466436276630382;Santarém;Entroncamento;
4;01/06/2017 19:30;4;15;0;0;41.5362124;-6.9560267;Bragança;Macedo de Cavaleiros;chamas
3;01/06/2017 19:36;3;3;0;1;38.78916285;-9.12228232981158;Lisboa;Loures;petroleo
2;01/06/2017 20:19;0;14;0;0;41.29870675;-8.000597903610371;Porto;Amarante;
0;01/06/2017 21:08;0;14;0;1;38.0360599;-7.6045022;Beja;Serpa;hospital
1;01/06/2017 21:31;1;9;0;1;38.45181115;-7.478369503126434;Évora;Reguengos de Monsaraz;
78;03/06/2017 00:24;78;2;0;1;38.7759197;-9.2639449;Lisboa;Sintra;
77;03/06/2017 01:39;77;9;0;1;39.39154655;-9.03279334715808;Leiria;Caldas da Rainha;quimico
75;03/06/2017 02:16;75;11;0;0;41.2699316;-8.0804563;Porto;Amarante;
76;03/06/2017 02:21;76;4;0;0;38.9348747;-8.8689911;Santarém;Benavente;
74;03/06/2017 03:57;74;19;0;1;41.22580565;-7.6382271;Vila Real;Sabrosa;
72;03/06/2017 05:27;72;18;0;1;39.3401776;-8.82758821062291;Santarém;Rio Maior;
73;03/06/2017 05:41;73;15;0;1;38.6932444;-9.355054025521005;Lisboa;Cascais;
71;03/06/2017 07:32;71;2;0;0;41.1494512;-8.6107884;Porto;Porto;
70;03/06/2017 07:58;70;6;0;1;39.32497275;-9.322663710413767;Leiria;Peniche;
67;03/06/2017 12:23;67;15;0;1;39.115459;-8.8842059;Lisboa;Azambuja;
68;03/06/2017 12:34;68;19;0;1;41.2815874;-8.3875928;Porto;Paços de Ferreira;fumo
64;03/06/2017 12:40;64;3;0;1;41.2988999;-7.7487475;Vila Real;Vila Real;
65;03/06/2017 12:42;65;20;0;0;41.1494512;-8.6107884;Porto;Porto;
69;03/06/2017 12:44;69;5;0;0;41.6435534;-8.558466372686716;Viana do Castelo;Ponte de Lima;
61;03/06/2017 12:52;61;3;0;0;37.14453245;-8.214562106482182;Faro;Albufeira;
63;03/06/2017 12:52;63;6;0;0;39.056633;-9.0076057;Lisboa;Alenquer;
66;03/06/2017 12:55;66;16;0;0;38.569601;-8.9011653;Setúbal;Palmela;
62;03/06/2017 12:57;62;8;0;1;38.2219886;-7.3324283;Beja;Moura;
60;03/06/2017 13:42;60;13;0;1;39.1768814;-8.7647918;Santarém;Cartaxo;
59;03/06/2017 13:53;59;3;0;0;41.64660155;-8.188786846195894;Braga;Vieira do Minho;
57;03/06/2017 14:05;57;18;0;1;41.1927312;-8.388552;Porto;Paredes;
55;03/06/2017 14:09;55;14;0;1;38.5241783;-8.8932341;Setúbal;Setúbal;
50;03/06/2017 14:33;50;1;0;0;39.495999350000005;-8.847903068306833;Leiria;Porto de Mós;
54;03/06/2017 14:35;54;15;0;0;37.21441225;-8.086534227529107;Faro;Loulé;petroleo
51;03/06/2017 14:46;51;16;0;1;39.7437902;-8.8071119;Leiria;Leiria;
53;03/06/2017 14:50;47;5;0;0;39.0689884;-8.8684921;Lisboa;Azambuja;
58;03/06/2017 14:50;58;17;0;0;39.2668047;-9.1581431;Leiria;Bombarral;
56;03/06/2017 14:56;56;19;0;0;38.8308741;-9.1684512;Lisboa;Loures;
52;03/06/2017 14:57;52;6;0;0;41.2999527;-8.4792107;Porto;Santo Tirso;
47;03/06/2017 15:05;47;5;0;0;38.9250199;-9.0665105;Lisboa;Vila Franca de Xira;
48;03/06/2017 15:17;48;4;0;1;40.640496;-8.6537841;Aveiro;Aveiro;propagacao
46;03/06/2017 15:43;46;8;0;1;41.2202567;-8.4112601;Porto;Paredes;
49;03/06/2017 15:59;49;9;0;1;38.8931656;-7.5493683;Évora;Estremoz;
45;03/06/2017 16:13;45;3;0;0;40.897404;-8.490683816868543;Aveiro;São João da Madeira;queimada
41;03/06/2017 16:25;41;8;0;0;40.4851695;-6.9785583;Guarda;Sabugal;
44;03/06/2017 16:41;5;16;0;0;40.4284618;-8.7372138;Coimbra;Mira;
43;03/06/2017 16:42;43;10;0;1;40.5882178;-8.027917;Viseu;Tondela;ignicao-chamas
42;03/06/2017 16:50;42;20;0;1;40.6106763;-8.5362531;Aveiro;Aveiro;
40;03/06/2017 17:45;40;2;0;0;38.7905853;-9.1656584;Lisboa;Odivelas;casa
35;03/06/2017 18:02;35;2;0;0;39.4582764;-8.4309231;Santarém;Vila Nova da Barquinha;
39;03/06/2017 18:10;39;12;0;1;39.45624495;-9.180932897705262;Leiria;Caldas da Rainha;populacao
38;03/06/2017 18:24;38;4;0;1;39.5800661;-8.3844991;Santarém;Tomar;fertilizante
36;03/06/2017 18:26;36;8;0;0;41.05879005;-8.590010656971135;Porto;Vila Nova de Gaia;
37;03/06/2017 18:53;37;14;0;0;39.2363637;-8.6867081;Santarém;Santarém;
34;03/06/2017 19:39;33;8;0;0;41.1494512;-8.6107884;Porto;Porto;
32;03/06/2017 20:14;0;14;0;1;38.6671253;-9.0542164;Setúbal;Barreiro;
33;03/06/2017 20:47;33;8;0;1;40.1649599;-8.8751034;Coimbra;Figueira da Foz;
30;03/06/2017 21:17;30;11;0;1;40.5442612;-8.658884;Aveiro;Vagos;urbana
31;03/06/2017 21:36;31;9;0;1;41.11258985;-8.522397410112376;Porto;Gondomar;
28;03/06/2017 22:24;28;12;0;1;41.0994524;-8.4999065;Porto;Gondomar;populacao
29;03/06/2017 22:37;29;1;0;0;37.89032505;-8.196352126164136;Beja;Aljustrel;
27;03/06/2017 23:18;27;9;0;0;38.6285507;-9.1974387;Setúbal;Almada;
26;03/06/2017 23:29;26;17;0;0;39.0230782;-8.9768885;Lisboa;Alenquer;explosivo-gas
118;05/06/2017 03:25;118;4;0;1;39.4652196;-8.4682137;Santarém;Entroncamento;
117;05/06/2017 07:10;117;10;0;1;41.3618035;-8.464571740460656;Porto;Santo Tirso;
116;05/06/2017 08:34;116;9;0;1;37.963407450000005;-8.588958762176103;Setúbal;Santiago do Cacém;
115;05/06/2017 09:45;115;7;0;0;41.498127800000006;-8.51447295289708;Braga;Braga;
114;05/06/2017 10:28;114;15;0;0;41.8803257;-8.523255293554344;Viana do Castelo;Paredes de Coura;
110;05/06/2017 11:01;25;18;0;1;41.4520698;-7.8285559;Vila Real;Ribeira de Pena;
111;05/06/2017 11:32;111;2;0;1;41.451406;-8.1708502;Braga;Fafe;
112;05/06/2017 11:32;84;15;0;1;42.0764373;-8.4535912;Viana do Castelo;Monção;incendio
113;05/06/2017 11:48;113;4;0;1;39.7437902;-8.8071119;Leiria;Leiria;
109;05/06/2017 12:43;109;18;0;0;40.14506965;-8.327923479713583;Coimbra;Miranda do Corvo;
105;05/06/2017 13:18;105;17;0;1;41.21704075;-8.675064594639554;Porto;Matosinhos;
107;05/06/2017 13:26;41;8;0;1;39.554608;-7.9957035;Santarém;Mação;
106;05/06/2017 13:34;106;14;0;0;39.7437902;-8.8071119;Leiria;Leiria;
108;05/06/2017 13:55;30;11;0;1;40.4851695;-6.9785583;Guarda;Sabugal;
98;05/06/2017 14:05;98;7;0;1;41.5570198;-7.3491605;Vila Real;Valpaços;
104;05/06/2017 14:11;104;19;0;0;38.7607815;-8.0110694972145;Évora;Arraiolos;
102;05/06/2017 14:18;102;4;0;0;41.7101187;-7.5447025;Vila Real;Chaves;
101;05/06/2017 14:19;101;15;0;1;37.716701400000005;-7.476313883633406;Beja;Mértola;
100;05/06/2017 14:29;100;10;0;1;41.7030034;-8.6674105;Viana do Castelo;Viana do Castelo;
103;05/06/2017 14:40;103;8;0;1;38.7712545;-9.291961378935335;Lisboa;Sintra;
99;05/06/2017 14:41;99;17;0;1;39.55648635;-8.345318440698037;Santarém;Tomar;
97;05/06/2017 15:34;97;13;0;0;40.5446827;-8.3216321;Aveiro;Águeda;
94;05/06/2017 16:01;94;6;0;0;38.7124971;-9.271300382407272;Lisboa;Oeiras;
93;05/06/2017 16:19;93;6;0;0;40.7794281;-7.103198559781845;Guarda;Pinhel;populacao
95;05/06/2017 16:22;95;6;0;0;40.2008959;-7.3756137;Castelo Branco;Fundão;
96;05/06/2017 16:23;96;3;0;0;39.8446856;-8.601581;Leiria;Pombal;
92;05/06/2017 17:05;39;12;0;0;40.5538919;-8.680915;Aveiro;Vagos;
91;05/06/2017 17:16;91;14;0;1;38.915801;-9.2425256;Lisboa;Mafra;
90;05/06/2017 17:48;76;4;0;0;41.290118;-8.378194008811969;Porto;Paços de Ferreira;
89;05/06/2017 18:01;89;12;0;0;38.0439558;-7.854392350486331;Beja;Beja;quimico
87;05/06/2017 18:29;87;4;0;0;38.4327702;-7.5551733;Évora;Reguengos de Monsaraz;
88;05/06/2017 18:34;88;17;0;1;38.569601;-8.9011653;Setúbal;Palmela;
85;05/06/2017 19:35;85;5;0;0;39.69919745;-8.964786222111005;Leiria;Alcobaça;
86;05/06/2017 19:57;86;2;0;0;38.8760308;-7.1737348;Portalegre;Elvas;
84;05/06/2017 20:24;84;15;0;1;38.7020061;-7.4038313;Évora;Alandroal;
82;05/06/2017 20:27;29;1;0;1;39.2938721;-8.856523349850653;Santarém;Rio Maior;
83;05/06/2017 20:58;83;9;0;1;38.8445197;-7.5876885;Évora;Estremoz;
81;05/06/2017 21:11;81;3;0;1;41.1910821;-8.6116261;Porto;Matosinhos;
80;05/06/2017 22:31;25;18;0;0;40.954172;-8.5534047;Aveiro;Santa Maria da Feira;
79;05/06/2017 23:24;79;12;0;0;41.1910821;-8.6116261;Porto;Matosinhos;hospital
181;07/06/2017 06:52;181;3;0;1;40.640496;-8.6537841;Aveiro;Aveiro;
180;07/06/2017 08:13;180;19;0;0;41.1768477;-6.7905417;Bragança;Freixo de Espada à Cinta;chamas
177;07/06/2017 09:16;21;19;0;1;39.15626395;-9.06018891782175;Lisboa;Alenquer;
178;07/06/2017 09:22;178;15;0;0;39.6119456;-8.572450810665831;Santarém;Ourém;
179;07/06/2017 09:34;40;2;0;0;39.8593297;-7.371979179331566;Castelo Branco;Castelo Branco;
176;07/06/2017 10:52;77;9;0;1;39.6094668;-8.3324653;Santarém;Tomar;
174;07/06/2017 11:49;174;8;0;1;41.2129235;-8.628658;Porto;Matosinhos;
175;07/06/2017 11:54;175;13;0;1;38.92717825;-9.290579512449357;Lisboa;Mafra;
173;07/06/2017 12:11;173;15;0;0;41.0994524;-8.4999065;Porto;Gondomar;
171;07/06/2017 12:14;171;6;0;1;41.2202567;-8.4112601;Porto;Paredes;
172;07/06/2017 12:41;172;17;0;0;38.8605695;-9.3325261;Lisboa;Sintra;combustivel
170;07/06/2017 13:02;160;12;0;1;41.1330613;-8.5117135;Porto;Gondomar;
166;07/06/2017 13:29;166;5;0;1;38.80670295;-9.094753249434362;Lisboa;Loures;urbanização
168;07/06/2017 13:34;168;6;0;1;38.74153725;-7.705944763478542;Évora;Estremoz;
169;07/06/2017 13:43;169;20;0;1;38.1173878;-8.283465156343713;Beja;Ferreira do Alentejo;
167;07/06/2017 13:49;167;2;0;1;39.2542019;-9.172156;Leiria;Bombarral;
161;07/06/2017 14:09;161;2;0;1;41.290118;-8.378194008811969;Porto;Paços de Ferreira;
164;07/06/2017 14:19;164;20;0;1;41.1494512;-8.6107884;Porto;Porto;
165;07/06/2017 14:19;165;4;0;1;40.6574713;-7.9138664;Viseu;Viseu;
163;07/06/2017 14:31;146;7;0;1;40.6574713;-7.9138664;Viseu;Viseu;
162;07/06/2017 14:35;16;10;0;1;40.6574713;-7.9138664;Viseu;Viseu;
159;07/06/2017 15:03;159;3;0;1;39.2837447;-9.2101967;Lisboa;Lourinhã;
160;07/06/2017 15:28;160;12;0;0;41.772505;-6.8153638;Bragança;Bragança;
155;07/06/2017 16:00;155;15;0;1;40.6574713;-7.9138664;Viseu;Viseu;
156;07/06/2017 16:25;156;20;0;1;40.9014091;-7.9311761;Viseu;Castro Daire;
157;07/06/2017 16:30;140;7;0;1;40.6742383;-7.3983252;Guarda;Celorico da Beira;
158;07/06/2017 16:34;158;1;0;0;40.6768548;-7.323062429375389;Guarda;Celorico da Beira;
150;07/06/2017 16:36;150;15;0;0;38.5623884;-7.9118644;Évora;Évora;
154;07/06/2017 16:43;104;19;0;0;41.51954945;-8.42248658813984;Braga;Braga;
153;07/06/2017 16:44;153;16;0;0;41.2123637;-8.347580212435714;Porto;Paredes;
151;07/06/2017 16:46;151;7;0;0;38.0209121;-7.4746506;Beja;Serpa;
152;07/06/2017 16:47;152;18;0;1;38.5199592;-9.0112189;Setúbal;Setúbal;
143;07/06/2017 17:02;143;4;0;1;37.0551731;-7.7461861;Faro;Olhão;
149;07/06/2017 17:35;135;14;0;0;40.2202451;-7.980700223101081;Coimbra;Arganil;
147;07/06/2017 17:38;147;11;0;0;40.8725994;-7.6913165;Viseu;Moimenta da Beira;
142;07/06/2017 17:43;142;4;0;1;38.5241783;-8.8932341;Setúbal;Setúbal;
146;07/06/2017 17:44;146;7;0;0;38.7618783;-7.84086506106874;Évora;Arraiolos;
144;07/06/2017 17:51;144;17;0;1;40.4426833;-8.4359581;Aveiro;Anadia;
148;07/06/2017 17:51;148;12;0;1;41.3647716;-8.1989321;Porto;Felgueiras;
